granularity,period,factor,return,percentile,rank,is_best
half,2025-H2,alpha101/alpha_002,0.0354,0.582,15,0
half,2025-H2,gtja191/alpha_168,0.04018,0.5819,16,0
half,2025-H2,alpha101/alpha_024,0.04323,0.5816,17,0
half,2025-H2,gtja191/alpha_001,0.03306,0.5808,18,0
half,2025-H2,gtja191/alpha_008,0.04414,0.5799,19,0
half,2025-H2,gtja191/alpha_041,0.03615,0.5773,20,0
half,2025-H2,alpha101/alpha_015,0.03175,0.5749,21,0
half,2025-H2,qlib158/vsumn60,0.03062,0.5718,22,0
half,2025-H2,gtja191/alpha_025,0.03872,0.5663,23,0
half,2025-H2,gtja191/alpha_157,0.0328,0.5636,24,0
half,2025-H2,qlib158/vma60,0.03247,0.559,25,0
half,2025-H2,alpha101/alpha_069,0.03246,0.5578,26,0
half,2025-H2,alpha101/alpha_084,0.03533,0.5555,27,0
half,2025-H2,alpha101/alpha_067,0.02859,0.5478,28,0
half,2025-H2,qlib158/cntn5,0.02137,0.5344,29,0
half,2025-H2,qlib158/vsumn5,0.02232,0.525,30,0
half,2025-H2,alpha101/alpha_019,0.02773,0.5246,31,0
half,2025-H2,alpha101/alpha_080,0.02058,0.524,32,0
half,2025-H2,qlib158/min10,0.02041,0.5231,33,0
half,2025-H2,alpha101/alpha_088,0.01514,0.5077,34,0
half,2025-H2,qlib158/ma10,0.01803,0.5016,35,0
half,2025-H2,alpha101/alpha_004,0.01087,0.4826,36,0
half,2025-H2,gtja191/alpha_006,-0.0024,0.4207,37,0
half,2025-H2,alpha101/alpha_027,-0.00566,0.4036,38,0
half,2026-H1,gtja191/alpha_025,0.03117,0.6677,1,1
half,2026-H1,gtja191/alpha_037,0.05048,0.6624,2,0
half,2026-H1,alpha101/alpha_024,0.04061,0.6622,3,0
half,2026-H1,gtja191/alpha_026,0.02632,0.6461,4,0
half,2026-H1,alpha101/alpha_023,0.03254,0.6321,5,0
half,2026-H1,gtja191/alpha_008,0.02228,0.6283,6,0
half,2026-H1,alpha101/alpha_015,-0.00397,0.6244,7,0
half,2026-H1,alpha101/alpha_019,0.03096,0.6226,8,0
half,2026-H1,alpha101/alpha_069,0.01603,0.6188,9,0
half,2026-H1,gtja191/alpha_041,0.01385,0.6143,10,0
half,2026-H1,gtja191/alpha_092,0.00729,0.6099,11,0
half,2026-H1,alpha101/alpha_084,-0.00331,0.6014,12,0
half,2026-H1,alpha101/alpha_002,-0.01312,0.5975,13,0
half,2026-H1,alpha101/alpha_080,-0.00907,0.5962,14,0
half,2026-H1,alpha101/alpha_067,-0.01103,0.5935,15,0
half,2026-H1,alpha101/alpha_055,-0.01463,0.5875,16,0
half,2026-H1,gtja191/alpha_090,-0.01567,0.5865,17,0
half,2026-H1,alpha101/alpha_027,-0.01339,0.5859,18,0
half,2026-H1,gtja191/alpha_001,-0.01314,0.5855,19,0
half,2026-H1,alpha101/alpha_026,-0.0154,0.5837,20,0
half,2026-H1,gtja191/alpha_016,-0.01726,0.5809,21,0
half,2026-H1,alpha101/alpha_088,-0.01736,0.5798,22,0
half,2026-H1,alpha101/alpha_044,-0.01689,0.5776,23,0
half,2026-H1,gtja191/alpha_157,-0.00818,0.5757,24,0
half,2026-H1,alpha101/alpha_004,-0.01807,0.5734,25,0
half,2026-H1,gtja191/alpha_006,-0.01858,0.5653,26,0
half,2026-H1,qlib158/vsumn60,-0.02222,0.5653,27,0
half,2026-H1,gtja191/alpha_048,-0.02192,0.5601,28,0
half,2026-H1,qlib158/min10,-0.0226,0.5572,29,0
half,2026-H1,alpha101/alpha_016,-0.01585,0.5542,30,0
half,2026-H1,gtja191/alpha_168,-0.02274,0.544,31,0
half,2026-H1,qlib158/vsumn20,-0.03158,0.5376,32,0
half,2026-H1,qlib158/cntn5,-0.02934,0.5375,33,0
half,2026-H1,qlib158/vma10,-0.02369,0.5329,34,0
half,2026-H1,qlib158/vsumn30,-0.03375,0.5281,35,0
half,2026-H1,qlib158/vsumn5,-0.03175,0.5231,36,0
half,2026-H1,qlib158/vma60,-0.03096,0.5224,37,0
half,2026-H1,qlib158/ma10,-0.03953,0.481,38,0
year,2024,gtja191/alpha_016,0.02462,0.6002,1,1
year,2024,qlib158/vsumn30,0.02259,0.596,2,0
year,2024,gtja191/alpha_001,0.02002,0.5845,3,0
year,2024,alpha101/alpha_044,0.01997,0.5826,4,0
year,2024,alpha101/alpha_002,0.01872,0.5807,5,0
year,2024,gtja191/alpha_090,0.0194,0.5807,6,0
year,2024,qlib158/vsumn60,0.01761,0.5791,7,0
year,2024,alpha101/alpha_026,0.01934,0.5737,8,0
year,2024,qlib158/vsumn20,0.01712,0.572,9,0
year,2024,alpha101/alpha_015,0.01583,0.5716,10,0
year,2024,gtja191/alpha_157,0.02455,0.567,11,0
year,2024,alpha101/alpha_055,0.01397,0.5654,12,0
year,2024,gtja191/alpha_006,0.01977,0.5649,13,0
year,2024,gtja191/alpha_168,0.02421,0.5638,14,0
year,2024,alpha101/alpha_088,0.01485,0.5587,15,0
year,2024,alpha101/alpha_027,0.01672,0.5579,16,0
year,2024,qlib158/vma60,0.01777,0.5536,17,0
year,2024,alpha101/alpha_080,0.01519,0.5526,18,0
year,2024,qlib158/vma10,0.01825,0.5483,19,0
year,2024,alpha101/alpha_067,0.01113,0.5475,20,0
year,2024,gtja191/alpha_025,0.02079,0.5457,21,0
year,2024,gtja191/alpha_092,0.01404,0.5457,22,0
year,2024,alpha101/alpha_069,0.01772,0.5444,23,0
year,2024,qlib158/min10,0.01393,0.5438,24,0
year,2024,gtja191/alpha_026,0.01726,0.5436,25,0
year,2024,qlib158/vsumn5,0.01077,0.5417,26,0
year,2024,alpha101/alpha_004,0.01044,0.5405,27,0
year,2024,gtja191/alpha_048,0.01027,0.5379,28,0
year,2024,gtja191/alpha_008,0.01382,0.5301,29,0
year,2024,alpha101/alpha_084,0.01183,0.5297,30,0
year,2024,gtja191/alpha_037,0.01233,0.5297,31,0
year,2024,qlib158/cntn5,0.00935,0.5285,32,0
year,2024,gtja191/alpha_041,0.01484,0.5196,33,0
year,2024,alpha101/alpha_024,0.00802,0.5113,34,0
year,2024,qlib158/ma10,0.01147,0.5005,35,0
year,2024,alpha101/alpha_019,0.01626,0.4928,36,0
year,2024,alpha101/alpha_023,0.00107,0.488,37,0
year,2024,alpha101/alpha_016,0.00254,0.4737,38,0
year,2025,qlib158/vsumn20,0.0489,0.6262,1,1
year,2025,alpha101/alpha_055,0.04478,0.6143,2,0
year,2025,qlib158/vsumn30,0.04363,0.6126,3,0
year,2025,gtja191/alpha_090,0.04259,0.6061,4,0
year,2025,alpha101/alpha_044,0.04306,0.6054,5,0
year,2025,alpha101/alpha_026,0.04166,0.6047,6,0
year,2025,gtja191/alpha_016,0.04178,0.6039,7,0
year,2025,qlib158/vsumn60,0.03952,0.5987,8,0
year,2025,alpha101/alpha_002,0.04078,0.5947,9,0
year,2025,qlib158/vma10,0.04635,0.5881,10,0
year,2025,gtja191/alpha_168,0.04359,0.5842,11,0
year,2025,alpha101/alpha_015,0.03565,0.5804,12,0
year,2025,gtja191/alpha_001,0.03686,0.5753,13,0
year,2025,alpha101/alpha_016,0.04481,0.568,14,0
year,2025,gtja191/alpha_048,0.03336,0.5579,15,0
year,2025,gtja191/alpha_037,0.03788,0.5517,16,0
year,2025,qlib158/vma60,0.03249,0.5494,17,0
year,2025,alpha101/alpha_067,0.02926,0.5358,18,0
year,2025,alpha101/alpha_069,0.02988,0.5329,19,0
year,2025,qlib158/vsumn5,0.02735,0.5326,20,0
year,2025,gtja191/alpha_092,0.0287,0.5324,21,0
year,2025,gtja191/alpha_041,0.02826,0.5279,22,0
year,2025,gtja191/alpha_157,0.02618,0.5218,23,0
year,2025,alpha101/alpha_080,0.02248,0.5147,24,0
year,2025,gtja191/alpha_025,0.02618,0.5139,25,0
year,2025,qlib158/min10,0.02283,0.5139,26,0
year,2025,gtja191/alpha_026,0.02458,0.5055,27,0
year,2025,alpha101/alpha_088,0.01955,0.5051,28,0
year,2025,qlib158/ma10,0.02205,0.5038,29,0
year,2025,qlib158/cntn5,0.02007,0.5031,30,0
year,2025,alpha101/alpha_023,0.02719,0.5022,31,0
year,2025,gtja191/alpha_008,0.0239,0.4989,32,0
year,2025,alpha101/alpha_004,0.01784,0.4934,33,0
year,2025,alpha101/alpha_024,0.02184,0.4932,34,0
year,2025,alpha101/alpha_084,0.02153,0.4895,35,0
year,2025,alpha101/alpha_019,0.01267,0.4635,36,0
year,2025,gtja191/alpha_006,0.00681,0.442,37,0
year,2025,alpha101/alpha_027,0.00423,0.4299,38,0
year,2026,gtja191/alpha_025,0.03117,0.6677,1,1
year,2026,gtja191/alpha_037,0.05048,0.6624,2,0
year,2026,alpha101/alpha_024,0.04061,0.6622,3,0
year,2026,gtja191/alpha_026,0.02632,0.6461,4,0
year,2026,alpha101/alpha_023,0.03254,0.6321,5,0
year,2026,gtja191/alpha_008,0.02228,0.6283,6,0
year,2026,alpha101/alpha_015,-0.00397,0.6244,7,0
year,2026,alpha101/alpha_019,0.03096,0.6226,8,0
year,2026,alpha101/alpha_069,0.01603,0.6188,9,0
year,2026,gtja191/alpha_041,0.01385,0.6143,10,0
year,2026,gtja191/alpha_092,0.00729,0.6099,11,0
year,2026,alpha101/alpha_084,-0.00331,0.6014,12,0
year,2026,alpha101/alpha_002,-0.01312,0.5975,13,0
year,2026,alpha101/alpha_080,-0.00907,0.5962,14,0
year,2026,alpha101/alpha_067,-0.01103,0.5935,15,0
year,2026,alpha101/alpha_055,-0.01463,0.5875,16,0
year,2026,gtja191/alpha_090,-0.01567,0.5865,17,0
year,2026,alpha101/alpha_027,-0.01339,0.5859,18,0
year,2026,gtja191/alpha_001,-0.01314,0.5855,19,0
year,2026,alpha101/alpha_026,-0.0154,0.5837,20,0
year,2026,gtja191/alpha_016,-0.01726,0.5809,21,0
year,2026,alpha101/alpha_088,-0.01736,0.5798,22,0
year,2026,alpha101/alpha_044,-0.01689,0.5776,23,0
year,2026,gtja191/alpha_157,-0.00818,0.5757,24,0
year,2026,alpha101/alpha_004,-0.01807,0.5734,25,0
year,2026,gtja191/alpha_006,-0.01858,0.5653,26,0
year,2026,qlib158/vsumn60,-0.02222,0.5653,27,0
year,2026,gtja191/alpha_048,-0.02192,0.5601,28,0
year,2026,qlib158/min10,-0.0226,0.5572,29,0
year,2026,alpha101/alpha_016,-0.01585,0.5542,30,0
year,2026,gtja191/alpha_168,-0.02274,0.544,31,0
year,2026,qlib158/vsumn20,-0.03158,0.5376,32,0
year,2026,qlib158/cntn5,-0.02934,0.5375,33,0
year,2026,qlib158/vma10,-0.02369,0.5329,34,0
year,2026,qlib158/vsumn30,-0.03375,0.5281,35,0
year,2026,qlib158/vsumn5,-0.03175,0.5231,36,0
year,2026,qlib158/vma60,-0.03096,0.5224,37,0
year,2026,qlib158/ma10,-0.03953,0.481,38,0
week,2024-W01,alpha101/alpha_027,0.0024,0.9447,1,1
week,2024-W01,gtja191/alpha_006,-0.0208,0.9145,2,0
week,2024-W01,alpha101/alpha_004,-0.06019,0.8627,3,0
week,2024-W01,alpha101/alpha_080,-0.07227,0.8556,4,0
week,2024-W01,alpha101/alpha_088,-0.09194,0.8244,5,0
week,2024-W01,qlib158/cntn5,-0.0925,0.8135,6,0
week,2024-W01,gtja191/alpha_016,-0.13007,0.743,7,0
week,2024-W01,gtja191/alpha_092,-0.13354,0.733,8,0
week,2024-W01,gtja191/alpha_025,-0.11833,0.7319,9,0
week,2024-W01,gtja191/alpha_026,-0.13594,0.7157,10,0
week,2024-W01,alpha101/alpha_023,-0.13956,0.7119,11,0
week,2024-W01,alpha101/alpha_015,-0.14248,0.7109,12,0
week,2024-W01,gtja191/alpha_168,-0.14661,0.6993,13,0
week,2024-W01,alpha101/alpha_002,-0.15133,0.6849,14,0
week,2024-W01,gtja191/alpha_001,-0.16696,0.6432,15,0
week,2024-W01,alpha101/alpha_067,-0.16764,0.6343,16,0
week,2024-W01,alpha101/alpha_055,-0.1692,0.6326,17,0
week,2024-W01,qlib158/min10,-0.16609,0.6296,18,0
week,2024-W01,alpha101/alpha_019,-0.16697,0.6207,19,0
week,2024-W01,gtja191/alpha_008,-0.16092,0.6038,20,0
week,2024-W01,qlib158/vsumn5,-0.18233,0.5811,21,0
week,2024-W01,gtja191/alpha_090,-0.18033,0.5736,22,0
week,2024-W01,alpha101/alpha_044,-0.18528,0.5679,23,0
week,2024-W01,gtja191/alpha_037,-0.16749,0.5676,24,0
week,2024-W01,alpha101/alpha_026,-0.18694,0.5648,25,0
week,2024-W01,qlib158/vsumn20,-0.19455,0.5415,26,0
week,2024-W01,qlib158/vsumn30,-0.19246,0.5392,27,0
week,2024-W01,qlib158/vsumn60,-0.20144,0.5131,28,0
week,2024-W01,qlib158/vma10,-0.19945,0.5098,29,0
week,2024-W01,gtja191/alpha_041,-0.20359,0.487,30,0
week,2024-W01,gtja191/alpha_048,-0.20613,0.479,31,0
week,2024-W01,qlib158/ma10,-0.21094,0.4542,32,0
week,2024-W01,qlib158/vma60,-0.21325,0.4493,33,0
week,2024-W01,alpha101/alpha_024,-0.21649,0.4364,34,0
week,2024-W01,gtja191/alpha_157,-0.21631,0.4328,35,0
week,2024-W01,alpha101/alpha_069,-0.21826,0.4324,36,0
week,2024-W01,alpha101/alpha_084,-0.22016,0.4114,37,0
week,2024-W01,alpha101/alpha_016,-0.23775,0.3622,38,0
week,2024-W02,alpha101/alpha_027,0.0365,0.9431,1,1
week,2024-W02,gtja191/alpha_006,0.02704,0.9376,2,0
week,2024-W02,gtja191/alpha_025,-0.02535,0.8774,3,0
week,2024-W02,gtja191/alpha_037,-0.0362,0.8645,4,0
week,2024-W02,gtja191/alpha_026,-0.0449,0.8563,5,0
week,2024-W02,alpha101/alpha_080,-0.0485,0.8521,6,0
week,2024-W02,gtja191/alpha_008,-0.05043,0.8489,7,0
week,2024-W02,gtja191/alpha_092,-0.051,0.8458,8,0
week,2024-W02,qlib158/cntn5,-0.07176,0.8133,9,0
week,2024-W02,alpha101/alpha_084,-0.09531,0.7894,10,0
week,2024-W02,alpha101/alpha_019,-0.09933,0.7819,11,0
week,2024-W02,alpha101/alpha_004,-0.10516,0.7729,12,0
week,2024-W02,gtja191/alpha_157,-0.10957,0.7563,13,0
week,2024-W02,qlib158/min10,-0.12423,0.7351,14,0
week,2024-W02,gtja191/alpha_041,-0.15034,0.6989,15,0
week,2024-W02,gtja191/alpha_001,-0.15475,0.6912,16,0
week,2024-W02,alpha101/alpha_088,-0.15276,0.6888,17,0
week,2024-W02,alpha101/alpha_023,-0.1551,0.6852,18,0
week,2024-W02,alpha101/alpha_069,-0.16951,0.6603,19,0
week,2024-W02,alpha101/alpha_024,-0.17168,0.6589,20,0
week,2024-W02,gtja191/alpha_016,-0.18161,0.6407,21,0
week,2024-W02,alpha101/alpha_026,-0.1848,0.6296,22,0
week,2024-W02,gtja191/alpha_090,-0.1851,0.6206,23,0
week,2024-W02,alpha101/alpha_055,-0.20324,0.5894,24,0
week,2024-W02,qlib158/vsumn5,-0.20722,0.5757,25,0
week,2024-W02,alpha101/alpha_015,-0.20569,0.5746,26,0
week,2024-W02,alpha101/alpha_044,-0.21112,0.5699,27,0
week,2024-W02,alpha101/alpha_002,-0.21497,0.5653,28,0
week,2024-W02,alpha101/alpha_067,-0.21651,0.5551,29,0
week,2024-W02,alpha101/alpha_016,-0.23787,0.5094,30,0
week,2024-W02,gtja191/alpha_048,-0.24091,0.5068,31,0
week,2024-W02,qlib158/vsumn20,-0.2679,0.4455,32,0
week,2024-W02,qlib158/vma10,-0.27312,0.4283,33,0
week,2024-W02,qlib158/vsumn30,-0.28138,0.4066,34,0
week,2024-W02,qlib158/ma10,-0.28594,0.404,35,0
week,2024-W02,qlib158/vsumn60,-0.28864,0.3943,36,0
week,2024-W02,gtja191/alpha_168,-0.29992,0.3644,37,0
week,2024-W02,qlib158/vma60,-0.31319,0.33,38,0
week,2024-W03,gtja191/alpha_006,0.07382,0.9238,1,1
week,2024-W03,alpha101/alpha_027,0.07279,0.9235,2,0
week,2024-W03,gtja191/alpha_026,0.03899,0.8786,3,0
week,2024-W03,gtja191/alpha_025,0.03355,0.8631,4,0
week,2024-W03,alpha101/alpha_019,0.02325,0.8542,5,0
week,2024-W03,gtja191/alpha_008,0.02401,0.8472,6,0
week,2024-W03,alpha101/alpha_084,0.01846,0.8446,7,0
week,2024-W03,gtja191/alpha_037,0.0117,0.8325,8,0
week,2024-W03,gtja191/alpha_157,0.00377,0.8154,9,0
week,2024-W03,gtja191/alpha_041,-0.03767,0.7338,10,0
week,2024-W03,alpha101/alpha_004,-0.04265,0.7099,11,0
week,2024-W03,alpha101/alpha_069,-0.05121,0.7034,12,0
week,2024-W03,qlib158/cntn5,-0.05463,0.6904,13,0
week,2024-W03,alpha101/alpha_080,-0.05748,0.6887,14,0
week,2024-W03,gtja191/alpha_092,-0.0577,0.6694,15,0
week,2024-W03,alpha101/alpha_067,-0.06417,0.6646,16,0
week,2024-W03,gtja191/alpha_016,-0.06573,0.6625,17,0
week,2024-W03,gtja191/alpha_001,-0.06607,0.6619,18,0
week,2024-W03,alpha101/alpha_024,-0.06858,0.6615,19,0
week,2024-W03,gtja191/alpha_090,-0.07071,0.6506,20,0
week,2024-W03,alpha101/alpha_002,-0.0764,0.6327,21,0
week,2024-W03,alpha101/alpha_088,-0.08103,0.6296,22,0
week,2024-W03,alpha101/alpha_044,-0.08659,0.6103,23,0
week,2024-W03,alpha101/alpha_023,-0.09265,0.6003,24,0
week,2024-W03,alpha101/alpha_015,-0.08427,0.598,25,0
week,2024-W03,alpha101/alpha_026,-0.09399,0.5973,26,0
week,2024-W03,qlib158/min10,-0.09304,0.5653,27,0
week,2024-W03,alpha101/alpha_016,-0.10742,0.5524,28,0
week,2024-W03,qlib158/ma10,-0.1261,0.5054,29,0
week,2024-W03,alpha101/alpha_055,-0.12938,0.4736,30,0
week,2024-W03,qlib158/vsumn60,-0.14497,0.4479,31,0
week,2024-W03,qlib158/vsumn5,-0.14109,0.4412,32,0
week,2024-W03,qlib158/vsumn20,-0.15093,0.4204,33,0
week,2024-W03,qlib158/vma60,-0.15525,0.4143,34,0
week,2024-W03,qlib158/vsumn30,-0.18731,0.3119,35,0
week,2024-W03,gtja191/alpha_048,-0.18607,0.3117,36,0
week,2024-W03,gtja191/alpha_168,-0.20351,0.2694,37,0
week,2024-W03,qlib158/vma10,-0.20245,0.269,38,0
week,2024-W04,alpha101/alpha_019,0.12249,0.9048,1,1
week,2024-W04,alpha101/alpha_024,0.09466,0.8532,2,0
week,2024-W04,alpha101/alpha_027,0.06347,0.7909,3,0
week,2024-W04,gtja191/alpha_006,0.05665,0.7624,4,0
week,2024-W04,gtja191/alpha_026,0.05757,0.7608,5,0
week,2024-W04,gtja191/alpha_037,0.04879,0.7446,6,0
week,2024-W04,gtja191/alpha_008,0.03922,0.7053,7,0
week,2024-W04,gtja191/alpha_025,0.03232,0.6959,8,0
week,2024-W04,alpha101/alpha_084,0.02914,0.687,9,0
week,2024-W04,gtja191/alpha_157,0.02667,0.6756,10,0
week,2024-W04,gtja191/alpha_092,0.02548,0.6675,11,0
week,2024-W04,alpha101/alpha_067,0.01176,0.6267,12,0
week,2024-W04,alpha101/alpha_069,0.01206,0.6171,13,0
week,2024-W04,alpha101/alpha_023,0.01203,0.6151,14,0
week,2024-W04,alpha101/alpha_080,0.00523,0.61,15,0
week,2024-W04,qlib158/cntn5,0.004,0.6057,16,0
week,2024-W04,gtja191/alpha_041,0.00075,0.5892,17,0
week,2024-W04,qlib158/min10,8e-05,0.5789,18,0
week,2024-W04,alpha101/alpha_026,-0.01033,0.5583,19,0
week,2024-W04,gtja191/alpha_090,-0.01667,0.536,20,0
week,2024-W04,qlib158/ma10,-0.02017,0.5185,21,0
week,2024-W04,gtja191/alpha_016,-0.02245,0.5171,22,0
week,2024-W04,gtja191/alpha_001,-0.02582,0.5031,23,0
week,2024-W04,alpha101/alpha_055,-0.03251,0.4805,24,0
week,2024-W04,qlib158/vsumn30,-0.04113,0.4594,25,0
week,2024-W04,gtja191/alpha_048,-0.04093,0.452,26,0
week,2024-W04,alpha101/alpha_044,-0.04317,0.4488,27,0
week,2024-W04,alpha101/alpha_004,-0.04337,0.4478,28,0
week,2024-W04,alpha101/alpha_002,-0.04266,0.4465,29,0
week,2024-W04,alpha101/alpha_016,-0.0551,0.406,30,0
week,2024-W04,qlib158/vma60,-0.05892,0.3976,31,0
week,2024-W04,alpha101/alpha_088,-0.05847,0.3957,32,0
week,2024-W04,gtja191/alpha_168,-0.05889,0.3929,33,0
week,2024-W04,alpha101/alpha_015,-0.05884,0.3925,34,0
week,2024-W04,qlib158/vsumn60,-0.0751,0.3376,35,0
week,2024-W04,qlib158/vsumn20,-0.07983,0.33,36,0
week,2024-W04,qlib158/vma10,-0.07852,0.3275,37,0
week,2024-W04,qlib158/vsumn5,-0.112,0.2405,38,0
week,2024-W05,alpha101/alpha_019,0.33477,0.9602,1,1
week,2024-W05,gtja191/alpha_037,0.18283,0.8446,2,0
week,2024-W05,alpha101/alpha_024,0.1771,0.8416,3,0
week,2024-W05,gtja191/alpha_041,0.16041,0.8207,4,0
week,2024-W05,gtja191/alpha_008,0.18658,0.7993,5,0
week,2024-W05,gtja191/alpha_026,0.15923,0.7934,6,0
week,2024-W05,gtja191/alpha_157,0.14923,0.7812,7,0
week,2024-W05,qlib158/ma10,0.16634,0.7779,8,0
week,2024-W05,alpha101/alpha_069,0.13637,0.7659,9,0
week,2024-W05,gtja191/alpha_092,0.12844,0.7483,10,0
week,2024-W05,gtja191/alpha_025,0.12071,0.7322,11,0
week,2024-W05,alpha101/alpha_084,0.12577,0.7178,12,0
week,2024-W05,alpha101/alpha_067,0.10261,0.6457,13,0
week,2024-W05,alpha101/alpha_023,0.12961,0.6241,14,0
week,2024-W05,alpha101/alpha_080,0.08978,0.6185,15,0
week,2024-W05,alpha101/alpha_016,0.08608,0.6108,16,0
week,2024-W05,qlib158/min10,0.08116,0.6067,17,0
week,2024-W05,qlib158/vsumn60,0.07676,0.585,18,0
week,2024-W05,gtja191/alpha_090,0.07666,0.5837,19,0
week,2024-W05,alpha101/alpha_015,0.07315,0.5704,20,0
week,2024-W05,qlib158/cntn5,0.06939,0.5646,21,0
week,2024-W05,gtja191/alpha_016,0.06467,0.557,22,0
week,2024-W05,alpha101/alpha_027,0.06653,0.5541,23,0
week,2024-W05,qlib158/vsumn20,0.06234,0.5396,24,0
week,2024-W05,alpha101/alpha_044,0.05456,0.5123,25,0
week,2024-W05,alpha101/alpha_088,0.05227,0.5109,26,0
week,2024-W05,gtja191/alpha_006,0.05284,0.5083,27,0
week,2024-W05,gtja191/alpha_048,0.05495,0.503,28,0
week,2024-W05,gtja191/alpha_001,0.04459,0.4815,29,0
week,2024-W05,alpha101/alpha_002,0.04421,0.4772,30,0
week,2024-W05,alpha101/alpha_055,0.03603,0.4466,31,0
week,2024-W05,gtja191/alpha_168,0.03399,0.4358,32,0
week,2024-W05,qlib158/vsumn5,0.02814,0.4269,33,0
week,2024-W05,alpha101/alpha_004,0.02421,0.4057,34,0
week,2024-W05,qlib158/vma60,0.02268,0.405,35,0
week,2024-W05,qlib158/vma10,0.0046,0.3352,36,0
week,2024-W05,alpha101/alpha_026,-0.01418,0.2885,37,0
week,2024-W05,qlib158/vsumn30,-0.02799,0.2398,38,0
week,2024-W06,qlib158/ma10,0.50504,0.9066,1,1
week,2024-W06,alpha101/alpha_019,0.44706,0.8857,2,0
week,2024-W06,gtja191/alpha_041,0.44028,0.8605,3,0
week,2024-W06,alpha101/alpha_016,0.41668,0.8516,4,0
week,2024-W06,alpha101/alpha_069,0.42569,0.8356,5,0
week,2024-W06,alpha101/alpha_024,0.37448,0.7977,6,0
week,2024-W06,gtja191/alpha_026,0.34778,0.7446,7,0
week,2024-W06,qlib158/vsumn30,0.33389,0.729,8,0
week,2024-W06,gtja191/alpha_016,0.32507,0.7206,9,0
week,2024-W06,alpha101/alpha_084,0.34018,0.7203,10,0
week,2024-W06,gtja191/alpha_048,0.31627,0.689,11,0
week,2024-W06,qlib158/vsumn20,0.31001,0.6859,12,0
week,2024-W06,gtja191/alpha_090,0.29998,0.6794,13,0
week,2024-W06,gtja191/alpha_157,0.30819,0.6766,14,0
week,2024-W06,gtja191/alpha_025,0.302,0.6684,15,0
week,2024-W06,qlib158/vsumn60,0.2936,0.6534,16,0
week,2024-W06,gtja191/alpha_092,0.29749,0.6496,17,0
week,2024-W06,gtja191/alpha_037,0.25921,0.5774,18,0
week,2024-W06,gtja191/alpha_168,0.25216,0.5606,19,0
week,2024-W06,alpha101/alpha_044,0.25399,0.5573,20,0
week,2024-W06,alpha101/alpha_002,0.24501,0.5504,21,0
week,2024-W06,gtja191/alpha_008,0.24848,0.5422,22,0
week,2024-W06,alpha101/alpha_088,0.23313,0.5156,23,0
week,2024-W06,alpha101/alpha_015,0.22596,0.5129,24,0
week,2024-W06,alpha101/alpha_004,0.22763,0.5031,25,0
week,2024-W06,qlib158/vma60,0.23193,0.4981,26,0
week,2024-W06,gtja191/alpha_001,0.22127,0.4945,27,0
week,2024-W06,alpha101/alpha_055,0.21396,0.4865,28,0
week,2024-W06,alpha101/alpha_080,0.2161,0.481,29,0
week,2024-W06,qlib158/cntn5,0.22388,0.4725,30,0
week,2024-W06,alpha101/alpha_067,0.19983,0.4572,31,0
week,2024-W06,qlib158/vma10,0.20484,0.4553,32,0
week,2024-W06,qlib158/min10,0.20676,0.4253,33,0
week,2024-W06,alpha101/alpha_026,0.18654,0.4126,34,0
week,2024-W06,qlib158/vsumn5,0.15571,0.3372,35,0
week,2024-W06,alpha101/alpha_023,0.10172,0.2015,36,0
week,2024-W06,gtja191/alpha_006,0.09066,0.1843,37,0
week,2024-W06,alpha101/alpha_027,0.09028,0.1792,38,0
week,2024-W08,qlib158/vma60,0.29462,0.8503,1,1
week,2024-W08,qlib158/vsumn60,0.23035,0.8115,2,0
week,2024-W08,qlib158/vma10,0.27788,0.8094,3,0
week,2024-W08,alpha101/alpha_026,0.22668,0.8079,4,0
week,2024-W08,gtja191/alpha_168,0.27895,0.8023,5,0
week,2024-W08,alpha101/alpha_016,0.22515,0.7567,6,0
week,2024-W08,gtja191/alpha_001,0.20159,0.7417,7,0
week,2024-W08,qlib158/ma10,0.24016,0.7353,8,0
week,2024-W08,qlib158/vsumn20,0.19816,0.7176,9,0
week,2024-W08,gtja191/alpha_157,0.21109,0.7158,10,0
week,2024-W08,qlib158/vsumn30,0.18223,0.7013,11,0
week,2024-W08,alpha101/alpha_055,0.20214,0.6624,12,0
week,2024-W08,alpha101/alpha_019,0.17488,0.6455,13,0
week,2024-W08,alpha101/alpha_002,0.16717,0.6451,14,0
week,2024-W08,gtja191/alpha_090,0.16608,0.6359,15,0
week,2024-W08,alpha101/alpha_015,0.16093,0.6189,16,0
week,2024-W08,gtja191/alpha_016,0.16179,0.6168,17,0
week,2024-W08,gtja191/alpha_025,0.17238,0.6166,18,0
week,2024-W08,alpha101/alpha_044,0.15131,0.5791,19,0
week,2024-W08,alpha101/alpha_069,0.1785,0.5375,20,0
week,2024-W08,alpha101/alpha_067,0.11096,0.4529,21,0
week,2024-W08,qlib158/vsumn5,0.11025,0.4416,22,0
week,2024-W08,gtja191/alpha_026,0.10309,0.4346,23,0
week,2024-W08,gtja191/alpha_092,0.09691,0.402,24,0
week,2024-W08,gtja191/alpha_008,0.08878,0.3859,25,0
week,2024-W08,alpha101/alpha_024,0.0847,0.3724,26,0
week,2024-W08,gtja191/alpha_041,0.08296,0.3357,27,0
week,2024-W08,gtja191/alpha_048,0.08087,0.3354,28,0
week,2024-W08,alpha101/alpha_084,0.07868,0.3333,29,0
